"feature.1","feature.2","correlation","p_value"
"Service Occupations","Graduate Degree",-0.0807178897025192,6.57597710199122e-06
"Asian American Population","Gini Coefficient",0.0805018655145109,6.96127212896975e-06
"Republican Win 2016","Adults 65 and Older Living in Poverty",-0.0804468448678938,7.06280086725843e-06
"Sex Ratio","Life Expectancy",0.0804207032024698,7.11153427748465e-06
"Service Occupations","Infant Mortality",0.079749945649996,8.47772622590129e-06
"African American Population","Median Earning",-0.0796642769398653,8.66929074535299e-06
"Voting Participation Rate","Farming, Fishing, and Forestry Occupations",0.0792725996234918,9.59903303984147e-06
"African American Population","School Enrollment",-0.0792541757578299,9.6450316057783e-06
"Median Age","Adults 65 and Older Living in Poverty",-0.0790046753959656,1.02890542344834e-05
"Republican Win 2012","Sex Ratio",0.0780715929790832,1.30806646702946e-05
"Republican Win 2012","Children Under 6 Living in Poverty",-0.0780675035163841,1.30943577841469e-05
"Sales and Office Occupations","Adult Smoking Rate",-0.0776660721979163,1.45071097123782e-05
"Republican Win 2012","Winter Avg. Precipitation",-0.0776291311940233,1.46441761682296e-05
"Republican Win 2012","Teen Birth Rate",0.0775736719592402,1.48522727681365e-05
"Sex Ratio","Children in Single Parent Households Rate",-0.0775590944936813,1.49074369610522e-05
"Median Age","Preschool Enrollment Ratio",-0.0775009276235015,1.51295028744446e-05
"Construction, Extraction, Maintenance, and Repair Occupations","Crime Rate",-0.0773640579103278,1.56645385048051e-05
"Sex Ratio","Teen Birth Rate",0.0773640303470609,1.56646480457903e-05
"Unemployment Rate","Preschool Enrollment Ratio",0.0773420303500595,1.57523128502566e-05
"Voting Power","Uninsured Rate",-0.0765899945487431,1.90463068139324e-05
"Sales and Office Occupations","HIV Prevalence Rate",0.0765626806579975,1.91774973509289e-05
"Farming, Fishing, and Forestry Occupations","Adult Smoking Rate",-0.0764534377605509,1.97108498241991e-05
"School Enrollment","Sexually Transmitted Infections Rate",-0.0764266312970306,1.98438671433165e-05
"Population Density","Teen Birth Rate",-0.0761474393659684,2.12810072332884e-05
"Age Dependency Ratio","Avg. No. of Physically Unhealthy Day",-0.0753506754404394,2.59469889933202e-05
"Preschool Enrollment Ratio","Winter Avg. Temperature",0.0753451651568092,2.59824127550518e-05
"Voting Power","African American Population",0.0752956342288903,2.63029009769151e-05
"Native American Population","Gini Coefficient",0.0747312205692331,3.02305353183676e-05
"Population Density","Other race(s) Population",0.074708518069207,3.03996271881113e-05
"Sex Ratio","HIV Prevalence Rate",0.0738341792959927,3.76398404987093e-05
"Preschool Enrollment Ratio","Homicide Rate",0.0738170413875691,3.7796912060213e-05
"Farming, Fishing, and Forestry Occupations","HIV Prevalence Rate",-0.0737140566779205,3.87539591347821e-05
"Republican Win 2016","Children Under 6 Living in Poverty",-0.0736804736132984,3.9070989449595e-05
"Population Density","Sales and Office Occupations",0.0736089175644527,3.97547169993792e-05
"Native American Population","School Enrollment",-0.0735961573783903,3.98778285805487e-05
"Native American Population","Unemployment Rate",0.0728410716811397,4.78425126749813e-05
"White not Latino Population","Management, Professional, and Related Occupations",0.0715240541270566,6.54579563451803e-05
"Sex Ratio","Population Density",-0.0714396264006883,6.67748435738019e-05
"Population Density","Adult Smoking Rate",-0.0712384259964876,7.00148635707994e-05
"Native American Population","Graduate Degree",-0.0708806244477252,7.61470356976043e-05
"Population Density","Children in Single Parent Households Rate",0.0706683776644454,8.00209264281335e-05
"Sex Ratio","Asian American Population",-0.0699530326589689,9.44938104974085e-05
"Population Density","Infant Mortality",-0.0697732085429305,9.8502671120185e-05
"Other race(s) Population","Child Poverty",-0.0696900737928656,0.00010040977649294
"Median Age","Children Under 6 Living in Poverty",-0.0690728724889819,0.000115697030674536
"Age Dependency Ratio","Service Occupations",-0.0685452175006724,0.000130480492333859
"Farming, Fishing, and Forestry Occupations","Low Birth Weight Rate",-0.0684932495138489,0.000132029015916028
"Sex Ratio","Homicide Rate",-0.0683147972531379,0.000137479260697966
"Other race(s) Population","Construction, Extraction, Maintenance, and Repair Occupations",-0.0677589803869557,0.000155843742266984
"Sex Ratio","Production, Transportation, and Material moving Occupations",-0.0676051740431929,0.000161319361338194
"Preschool Enrollment Ratio","Adult Smoking Rate",-0.0668809340995234,0.000189623240287615
"Age Dependency Ratio","Adults 65 and Older Living in Poverty",0.0668190099743497,0.00019224836132278
"Median Age","Adult Obesity Rate",-0.0667940035452629,0.000193318092316894
"Native American Population","HIV Prevalence Rate",-0.0665053180745986,0.000206079212331204
"Native American Population","Low Birth Weight Rate",-0.0661609388861847,0.000222336263864805
"Population Density","Uninsured Rate",-0.065705109962779,0.000245709463257687
"Sales and Office Occupations","Life Expectancy",0.0655050077931445,0.000256681101633831
"Median Earning","Winter Avg. Temperature",-0.0648544995778509,0.000295604760467462
"Other race(s) Population","Preschool Enrollment Ratio",0.0646247989828468,0.000310622143981662
"Other race(s) Population","Winter Avg. Temperature",0.0643110751588544,0.000332288596028488
"Population Density","Diabetes Rate",-0.0640970284774515,0.000347873683356035
"Asian American Population","Unemployment Rate",-0.0639001910135364,0.000362806472928104
"Service Occupations","Sales and Office Occupations",-0.0637080160172444,0.000377961734534597
"Other race(s) Population","Life Expectancy",0.0636553534603391,0.000382216885342755
"Voting Power","Winter Avg. Precipitation",0.0621214055919032,0.000527668231930784
"Native American Population","Life Expectancy",-0.0619070178254693,0.000551687697029368
"Other race(s) Population","Children Under 6 Living in Poverty",-0.0618594939257241,0.000557148212466876
"White not Latino Population","Median Earning",0.0613061852023514,0.000624536857774548
"Management, Professional, and Related Occupations","HIV Prevalence Rate",0.0611527808378708,0.000644520023194285
"Native American Population","At Least Bachelor Degree",-0.0610647146268943,0.000656258882468705
"Republican Win 2016","Avg. No. of Physically Unhealthy Day",-0.0608567696238305,0.000684770195873451
"HIV Prevalence Rate","Adult Smoking Rate",0.0606076985226933,0.000720434021627987
"Other race(s) Population","Poverty Rate",-0.060279653192213,0.000770040111655089
"Republican Win 2016","Diabetes Rate",-0.0600749374202061,0.000802583588154436
"Voting Participation Rate","HIV Prevalence Rate",-0.0593817077174488,0.000922500280174983
"Gini Coefficient","Adult Obesity Rate",0.058744416417948,0.00104717594766194
"Republican Win 2016","Avg. No. of Mentally Unhealthy Day",-0.0586288427110844,0.00107139088721491
"Construction, Extraction, Maintenance, and Repair Occupations","Winter Avg. Precipitation",0.0583685253792612,0.001127840736552
"Other race(s) Population","Homicide Rate",-0.0583102000081151,0.00114085980948241
"Preschool Enrollment Ratio","Life Expectancy",0.0581517087228585,0.00117694192271115
"White not Latino Population","Sales and Office Occupations",-0.0580538131774369,0.0011997523599832
"African American Population","Other race(s) Population",-0.0575279332074906,0.00132942841319753
"Service Occupations","Farming, Fishing, and Forestry Occupations",-0.0572493023142442,0.00140326117092615
"Native American Population","Asian American Population",-0.0567575134477513,0.00154286582529327
"Unemployment Rate","Sales and Office Occupations",0.0565044600787611,0.00161958022373741
"Median Age","Uninsured Rate",-0.0559894394913104,0.00178665851903723
"Native American Population","Management, Professional, and Related Occupations",0.0559214884305195,0.00180984793006029
"Other race(s) Population","Avg. No. of Mentally Unhealthy Day",0.0558727732283987,0.0018266425947219
"Graduate Degree","Sexually Transmitted Infections Rate",0.0558596830370152,0.00183117980051369
"Republican Win 2016","Native American Population",-0.0553955371778222,0.00199890615128196
"Farming, Fishing, and Forestry Occupations","Sexually Transmitted Infections Rate",-0.0541217633442995,0.0025341958284128
"Sex Ratio","Infant Mortality",-0.0530620749719141,0.00307610765390869
"Latino Population","Preschool Enrollment Ratio",-0.0523285846669828,0.00351094765238055
"Sales and Office Occupations","Homicide Rate",-0.0517035961327879,0.00392479576061956
"Republican Win 2012","Diabetes Rate",-0.0506801084967663,0.00469896959333623
"Median Age","Winter Avg. Precipitation",-0.0505401949018004,0.00481491280342179
"Age Dependency Ratio","School Enrollment",-0.0505023589872789,0.0048467078973356
"Graduate Degree","Winter Avg. Temperature",-0.050490830738342,0.0048564332344844
"Asian American Population","Children in Single Parent Households Rate",-0.0500870671741402,0.00520838432750507
"White not Latino Population","Graduate Degree",-0.0498337963558801,0.00544074897540467
"Voting Participation Rate","Sales and Office Occupations",-0.049671737697409,0.00559429669634207
"Native American Population","Farming, Fishing, and Forestry Occupations",0.0494409435540086,0.00581971806585208
"Age Dependency Ratio","Poverty Rate",-0.0492780645449787,0.00598369751345901
"Republican Win 2012","Less Than High School",0.0489938743065965,0.00627979793591384
"Sales and Office Occupations","Avg. No. of Mentally Unhealthy Day",0.0486384262981343,0.00666866534399696
"Gini Coefficient","Sales and Office Occupations",0.0485238084760539,0.00679859634398147
"Sex Ratio","African American Population",-0.0483934136877615,0.00694917349876144
"Voting Power","Avg. No. of Mentally Unhealthy Day",-0.0482904601592506,0.00707017008169654
"Sex Ratio","Homogeneity Index",-0.0481589693154046,0.00722745325595765
"Age Dependency Ratio","Children Under 6 Living in Poverty",0.0478134731243618,0.00765578199953967
"Republican Win 2012","Adults 65 and Older Living in Poverty",-0.0475736814761267,0.00796629121923744
"Adults 65 and Older Living in Poverty","Preschool Enrollment Ratio",-0.0471841500302434,0.00849478151741731
"Latino Population","Children in Single Parent Households Rate",0.0470970886717335,0.00861710127791271
"Age Dependency Ratio","Child Poverty",0.04691813056845,0.00887348791475905
"Latino Population","Avg. No. of Physically Unhealthy Day",0.0461199840600226,0.0101017952701518
"Voting Power","Native American Population",-0.0454436264313603,0.0112587907128678
"Graduate Degree","Winter Avg. Precipitation",0.0454299905029084,0.0112832795069397
"Management, Professional, and Related Occupations","Farming, Fishing, and Forestry Occupations",-0.0453955576674483,0.011345328039311
"Production, Transportation, and Material moving Occupations","Crime Rate",-0.0452574730297661,0.0115972113762067
"Sex Ratio","Avg. No. of Physically Unhealthy Day",-0.0452065135216215,0.0116914132148874
"Population Density","Winter Avg. Precipitation",0.0445258817429891,0.0130162321937999
"Sales and Office Occupations","Avg. No. of Physically Unhealthy Day",-0.0443751895208172,0.013326898552113
"Republican Win 2016","Uninsured Rate",0.0440186472134132,0.0140881666122346
"Republican Win 2016","Adult Smoking Rate",0.0436916099262929,0.0148199035025665
"Latino Population","Management, Professional, and Related Occupations",-0.0431540886736926,0.016095452980587
"HIV Prevalence Rate","Adult Obesity Rate",0.0424709737217171,0.0178550102561717
"Voting Power","Service Occupations",-0.0422213638561345,0.0185387622768395
"Republican Win 2012","Infant Mortality",0.0422133963912962,0.0185609595471014
"Injury Death Rate","Crime Rate",-0.042080030666337,0.0189359811325075
"Sex Ratio","Adults 65 and Older Living in Poverty",0.0416945599426806,0.0200573935601203
"Sex Ratio","Other race(s) Population",-0.0414058415574332,0.020934868592948
"Preschool Enrollment Ratio","Avg. No. of Physically Unhealthy Day",-0.0410623132918972,0.0220223246237317
"Asian American Population","Service Occupations",-0.0410459535073576,0.0220753156378702
"Sex Ratio","Unemployment Rate",-0.0403994576178095,0.0242600503174838
"Other race(s) Population","Uninsured Rate",-0.0399017063332301,0.0260674804395036
"Farming, Fishing, and Forestry Occupations","Homicide Rate",0.0392870228032575,0.0284590927161507
"Median Age","Production, Transportation, and Material moving Occupations",0.0391890001181039,0.0288574400900665
"White not Latino Population","Construction, Extraction, Maintenance, and Repair Occupations",0.0388882632627037,0.0301096619622559
"Gini Coefficient","Farming, Fishing, and Forestry Occupations",-0.0386005000162636,0.0313512805166668
"Construction, Extraction, Maintenance, and Repair Occupations","Production, Transportation, and Material moving Occupations",0.0385776369013377,0.0314517847331198
"Sex Ratio","Low Birth Weight Rate",-0.038486616927022,0.0318546440405094
"Republican Win 2016","Teen Birth Rate",0.0384853731271929,0.0318601796495166
"Production, Transportation, and Material moving Occupations","Sexually Transmitted Infections Rate",-0.038472023468999,0.0319196450609671
"Homogeneity Index","Construction, Extraction, Maintenance, and Repair Occupations",0.0384643898248767,0.0319536914819902
"Farming, Fishing, and Forestry Occupations","Life Expectancy",0.0379971962217184,0.0340974681672598
"Management, Professional, and Related Occupations","Sexually Transmitted Infections Rate",-0.0371681494429693,0.0382045880937583
"Sexually Transmitted Infections Rate","Injury Death Rate",0.0368160089783212,0.0400723119819512
"Sex Ratio","Preschool Enrollment Ratio",-0.0364255853274692,0.0422330199955221
"Sex Ratio","White not Latino Population",-0.0361548954886963,0.0437882492957247
"Latino Population","Median Earning",-0.0360972431373928,0.0441256579857874
"Population Density","School Enrollment",0.0360110380866483,0.0446342609596694
"Native American Population","Infant Mortality",0.0355577681492074,0.0473905358746209
"Population Density","Homicide Rate",0.0355571954203259,0.047394107064804
"Age Dependency Ratio","Less Than High School",0.0354685440824133,0.0479496167306896
"Other race(s) Population","Children in Single Parent Households Rate",0.0351125933950479,0.050235449373318
"Median Age","Management, Professional, and Related Occupations",-0.0349747203496707,0.0511450356777286
"Population Density","Children Under 6 Living in Poverty",-0.0342376297492481,0.0562447012542925
"Median Age","Infant Mortality",-0.0339925491023524,0.0580313700912912
"Voting Power","Children in Single Parent Households Rate",0.0334567060826877,0.062102274764463
"Service Occupations","Construction, Extraction, Maintenance, and Repair Occupations",-0.0332330953405954,0.0638695676186563
"Other race(s) Population","Teen Birth Rate",-0.0330851094267222,0.0650618397059811
"At Least Bachelor Degree","Crime Rate",0.0329200257128936,0.0664134536636969
"Native American Population","Latino Population",-0.032669654527954,0.068507401389389
"Other race(s) Population","Injury Death Rate",-0.0324793728316917,0.0701348200040307
"Service Occupations","Adult Obesity Rate",0.0324554320036423,0.070341805813104
"Republican Win 2012","Adult Smoking Rate",0.0319109234374536,0.0751863107171141
"Service Occupations","Winter Avg. Precipitation",0.0307641192832121,0.0862809955842901
"Republican Win 2012","Avg. No. of Mentally Unhealthy Day",-0.030470425940376,0.0893254017255938
"Population Density","Avg. No. of Physically Unhealthy Day",-0.0303941811990642,0.0901297293854073
"Sex Ratio","Winter Avg. Temperature",-0.0300418162982895,0.0939229004025639
"Farming, Fishing, and Forestry Occupations","Winter Avg. Temperature",-0.02979366045557,0.0966702690577424
"Service Occupations","Preschool Enrollment Ratio",0.0294691029192589,0.10036004063959
"Preschool Enrollment Ratio","Infant Mortality",-0.0293536823324164,0.101698946749141
"Median Age","Median Earning",-0.0292181976566197,0.103288694785037
"Latino Population","At Least Bachelor Degree",0.0290886239513701,0.104827497437624
"Gini Coefficient","Management, Professional, and Related Occupations",0.0290678529144904,0.105075855124423
"Gini Coefficient","School Enrollment",-0.0289195531121321,0.10686265437707
"Population Density","Winter Avg. Temperature",0.0288670339828847,0.107501174334966
"Age Dependency Ratio","Latino Population",0.0288273257367498,0.107985943389944
"Population Density","Native American Population",-0.0287752616384414,0.108624174903192
"Preschool Enrollment Ratio","Diabetes Rate",-0.0283883311754138,0.113461303477918
"Production, Transportation, and Material moving Occupations","Uninsured Rate",-0.027995363699076,0.118545881361402
"Latino Population","Unemployment Rate",-0.0275245583502464,0.124870804630087
"African American Population","Asian American Population",0.0270848834350436,0.131012134581128
"Median Age","Service Occupations",-0.0268606525696518,0.134233028829152
"Construction, Extraction, Maintenance, and Repair Occupations","Children in Single Parent Households Rate",-0.0264835448460698,0.139787453046831
"Other race(s) Population","HIV Prevalence Rate",0.0255622519994807,0.154099551821186
"Farming, Fishing, and Forestry Occupations","Adult Obesity Rate",0.0254090435285401,0.15658390757402
"Population Density","Less Than High School",-0.0246119296297044,0.170001571204885
"Median Earning","Crime Rate",-0.0245549455941657,0.17099278966379
"Republican Win 2012","Winter Avg. Temperature",0.0245121514111438,0.171740020081158
"Other race(s) Population","Adult Smoking Rate",-0.0243936844510674,0.173821313050236
"Sales and Office Occupations","Low Birth Weight Rate",0.0243844484541735,0.17398436414711
"Population Density","Low Birth Weight Rate",0.0235286252797952,0.189593109967469
"Sex Ratio","Median Age",-0.0232176006825423,0.195513968975721
"Injury Death Rate","Winter Avg. Temperature",0.0231387919539022,0.197035510668345
"Voting Power","Low Birth Weight Rate",-0.0226758283950345,0.206149070981182
"Homogeneity Index","Farming, Fishing, and Forestry Occupations",-0.0222398214933876,0.215008241172017
"Children Under 6 Living in Poverty","Preschool Enrollment Ratio",-0.0221370136635442,0.217136559540273
"Voting Participation Rate","Asian American Population",0.0221302966006873,0.217276140873665
"Voting Participation Rate","Voting Power",0.0216091779957704,0.228302405128645
"Other race(s) Population","Avg. No. of Physically Unhealthy Day",0.0212337066086143,0.236490071545511
"African American Population","Graduate Degree",-0.0209659685742665,0.242453815216257
"Other race(s) Population","Latino Population",-0.0200924193349379,0.26264384438186
"Homogeneity Index","Adult Smoking Rate",-0.0194201940247302,0.27895050955545
"Republican Win 2012","Avg. No. of Physically Unhealthy Day",-0.0190200667113709,0.28897690434578
"Latino Population","Graduate Degree",0.0171873307587312,0.337973132281197
"Age Dependency Ratio","Homicide Rate",-0.0170638145516941,0.341456758290676
"Median Age","Unemployment Rate",0.0165548387104388,0.356053074645433
"Median Earning","Winter Avg. Precipitation",0.016529612153141,0.356786601103092
"Sex Ratio","Poverty Rate",0.0156937893063254,0.381626436514625
"Voting Power","Unemployment Rate",-0.0155630845466252,0.385604587960059
"Population Density","Adults 65 and Older Living in Poverty",0.0154129531566959,0.390205129545469
"Poverty Rate","Preschool Enrollment Ratio",-0.0152275159877759,0.395933370068067
"Population Density","Avg. No. of Mentally Unhealthy Day",-0.0149192244475834,0.405568259120769
"Homogeneity Index","Management, Professional, and Related Occupations",-0.0147753979479688,0.410110688507486
"Sex Ratio","Injury Death Rate",0.0147548600086196,0.41076178931686
"Other race(s) Population","Unemployment Rate",-0.0141519262911586,0.430148242577021
"Production, Transportation, and Material moving Occupations","Winter Avg. Temperature",-0.0138502385509002,0.440044565558603
"Population Density","Service Occupations",0.0137090576841578,0.444720230633567
"Latino Population","Sales and Office Occupations",-0.0132132325087864,0.461363683088173
"Age Dependency Ratio","Life Expectancy",0.0131362398955563,0.463978949851892
"Injury Death Rate","Winter Avg. Precipitation",-0.0130988615217497,0.46525157852607
"Native American Population","Crime Rate",-0.0130628285040799,0.466480235443957
"Child Poverty","Preschool Enrollment Ratio",-0.0126782326026579,0.47970574542563
"Voting Participation Rate","African American Population",0.0113262292429057,0.527778758726049
"Farming, Fishing, and Forestry Occupations","Infant Mortality",-0.011072062992607,0.53708265186532
"Sex Ratio","Native American Population",0.0110084252982831,0.539424976570295
"Farming, Fishing, and Forestry Occupations","Construction, Extraction, Maintenance, and Repair Occupations",0.0107275538251668,0.549823776048473
"Other race(s) Population","Gini Coefficient",0.010587834587089,0.555033171683715
"White not Latino Population","At Least Bachelor Degree",-0.00970270632986251,0.588583637325679
"Republican Win 2016","Infant Mortality",0.00952975912054924,0.595246894135775
"At Least Bachelor Degree","Sexually Transmitted Infections Rate",0.00913021715770224,0.610770340109539
"Voting Participation Rate","Population Density",-0.00895006831279823,0.617827888502613
"Sex Ratio","Children Under 6 Living in Poverty",0.00868348033279861,0.628336653700871
"Farming, Fishing, and Forestry Occupations","Avg. No. of Physically Unhealthy Day",0.00865165710718016,0.629596211054873
"Latino Population","Homicide Rate",-0.0085621768573277,0.633143587987212
"Latino Population","Low Birth Weight Rate",0.00807255123826832,0.652702264166544
"Sex Ratio","Child Poverty",0.00786543103955895,0.661049321043979
"Population Density","Poverty Rate",-0.00786543042884806,0.661049345718832
"Sex Ratio","Adult Smoking Rate",-0.00771433347536725,0.667165400130407
"Native American Population","Preschool Enrollment Ratio",0.00614082402191697,0.732107687132248
"Other race(s) Population","School Enrollment",0.00589765496408503,0.742331527312619
"Management, Professional, and Related Occupations","Sales and Office Occupations",-0.00588545272053002,0.742845777135434
"Native American Population","Less Than High School",0.00527814444104059,0.768580648801102
"Native American Population","Construction, Extraction, Maintenance, and Repair Occupations",0.004961652149922,0.782095881305057
"Sex Ratio","Adult Obesity Rate",-0.00472064776084674,0.792432065719906
"Republican Win 2016","Less Than High School",0.00450435333653375,0.801739695867963
"Population Density","Child Poverty",-0.00428101350965461,0.811380092532798
"Median Age","School Enrollment",-0.0042751181536179,0.811634958416603
"Population Density","Unemployment Rate",0.00426886589380529,0.811905275634705
"Homogeneity Index","Adult Obesity Rate",-0.00400560476908203,0.823307354724923
"Age Dependency Ratio","Infant Mortality",-0.00367719070564147,0.837583434710594
"Voting Power","Homicide Rate",-0.00327702520653065,0.855050589212429
"Preschool Enrollment Ratio","Avg. No. of Mentally Unhealthy Day",-0.00265149907347062,0.882494329464626
